Season,GameWeek,Split,Team,PlayerID,PassAttempts,RushAttempts,Targets,PassCompletions,PassYards,PassTDs,PassInts,RushYards,RushTDs,RecCompletions,RecYards,RecTDs
2026,3,M,KC,15831,0.00,0.00,3.42,0.00,0.00,0.00,0.00,0.00,0.00,2.12,33.01,0.22
2026,3,M,TEN,15838,0.00,0.27,5.13,0.00,0.00,0.00,0.00,1.47,0.01,3.32,35.59,0.13
2026,3,M,DEN,18562,0.00,0.09,4.59,0.00,0.00,0.00,0.00,0.55,0.00,2.88,33.23,0.18
2026,3,M,LAC,18478,0.00,0.12,4.91,0.00,0.00,0.00,0.00,0.61,0.00,2.85,36.01,0.13
2026,3,M,LV,16025,0.00,0.24,3.78,0.00,0.00,0.00,0.00,0.82,0.01,2.12,28.97,0.23
2026,3,M,CLE,18526,0.00,5.06,1.99,0.00,0.00,0.00,0.00,19.97,0.12,1.67,11.42,0.09
2026,3,M,SEA,17968,0.00,4.75,1.53,0.00,0.00,0.00,0.00,20.34,0.14,1.15,10.39,0.08
2026,3,M,NE,16751,0.00,0.35,4.43,0.00,0.00,0.00,0.00,1.34,0.01,3.03,34.25,0.12
2026,3,M,WAS,15802,0.00,5.89,2.59,0.00,0.00,0.00,0.00,21.58,0.07,2.38,13.52,0.06
2026,3,M,JAX,16933,0.00,5.22,0.69,0.00,0.00,0.00,0.00,22.57,0.22,0.51,4.18,0.03
2026,3,M,IND,8627,0.00,0.00,4.89,0.00,0.00,0.00,0.00,0.00,0.00,3.18,32.70,0.14
2026,3,M,TB,16032,0.00,0.00,4.48,0.00,0.00,0.00,0.00,0.00,0.00,3.15,30.70,0.17
2026,3,M,MIA,15891,0.00,0.00,3.67,0.00,0.00,0.00,0.00,0.00,0.00,2.79,31.64,0.15
2026,3,M,HOU,18555,0.00,0.09,3.08,0.00,0.00,0.00,0.00,0.32,0.00,2.01,29.69,0.17
2026,3,M,NYJ,19279,0.00,0.11,4.01,0.00,0.00,0.00,0.00,0.50,0.01,2.96,27.37,0.19
2026,3,M,MIA,19309,0.00,0.04,3.96,0.00,0.00,0.00,0.00,0.17,0.00,2.05,30.04,0.16
2026,3,M,KC,19240,0.00,3.68,1.30,0.00,0.00,0.00,0.00,15.50,0.15,1.13,10.16,0.08
2026,3,M,PIT,13484,0.00,3.65,1.52,0.00,0.00,0.00,0.00,18.76,0.12,1.24,9.49,0.06
2026,3,M,GB,18515,0.00,5.82,0.97,0.00,0.00,0.00,0.00,21.98,0.15,0.67,4.93,0.05
2026,3,M,CIN,12764,0.00,0.00,3.49,0.00,0.00,0.00,0.00,0.00,0.00,2.56,27.74,0.18
2026,3,M,CIN,11698,0.00,4.70,1.59,0.00,0.00,0.00,0.00,17.09,0.13,1.41,9.84,0.05
2026,3,M,PHI,19231,0.00,0.26,3.56,0.00,0.00,0.00,0.00,1.27,0.01,2.63,25.80,0.16
2026,3,M,ATL,15907,0.00,5.60,0.86,0.00,0.00,0.00,0.00,21.49,0.14,0.68,4.94,0.04
2026,3,M,LAR,14463,0.00,0.00,3.45,0.00,0.00,0.00,0.00,0.00,0.00,2.28,22.00,0.25
2026,3,M,CLE,14458,0.00,0.07,4.14,0.00,0.00,0.00,0.00,0.35,0.00,2.38,28.52,0.12
2026,3,M,CHI,11429,0.00,0.18,3.41,0.00,0.00,0.00,0.00,0.90,0.00,2.45,27.24,0.13
2026,3,M,TB,19320,0.00,0.08,3.94,0.00,0.00,0.00,0.00,0.35,0.00,1.88,27.13,0.14
2026,3,M,NYG,19313,0.00,0.07,3.20,0.00,0.00,0.00,0.00,0.29,0.00,1.85,26.88,0.14
2026,3,M,PHI,16705,0.00,3.64,0.80,0.00,0.00,0.00,0.00,18.12,0.16,0.57,5.03,0.04
2026,3,M,PIT,17043,0.00,0.10,3.65,0.00,0.00,0.00,0.00,0.50,0.00,2.14,25.13,0.16
2026,3,M,NYG,15468,0.00,5.52,0.50,0.00,0.00,0.00,0.00,21.40,0.16,0.43,3.21,0.01
2026,3,M,TEN,18503,0.00,0.00,3.67,0.00,0.00,0.00,0.00,0.00,0.00,3.00,25.38,0.14
2026,3,M,NYJ,17977,0.00,0.19,3.62,0.00,0.00,0.00,0.00,1.21,0.01,2.78,24.17,0.12
2026,3,M,ARI,11847,0.00,0.00,3.22,0.00,0.00,0.00,0.00,0.00,0.00,2.24,26.23,0.11
2026,3,M,CAR,14370,0.00,4.82,0.63,0.00,0.00,0.00,0.00,19.30,0.12,0.55,3.41,0.04
2026,3,M,MIA,19322,0.00,0.00,3.39,0.00,0.00,0.00,0.00,0.00,0.00,1.80,23.72,0.13
2026,3,M,LV,18457,0.00,0.06,2.85,0.00,0.00,0.00,0.00,0.21,0.00,1.80,21.62,0.16
2026,3,M,DAL,17091,0.00,3.22,1.01,0.00,0.00,0.00,0.00,17.70,0.09,0.81,5.82,0.03
2026,3,M,GB,16005,0.00,0.35,3.02,0.00,0.00,0.00,0.00,1.92,0.01,1.65,20.08,0.13
