Season,Week,Persona,PlayerID,Name,Team,Pos,Opp,Stat,Book,Line,Side,Odds,OppositeOdds,ImpliedProb,FairProb,Hold,OneSided,OurProb,Edge,ModelEdge,EdgeBucket,StakeUnits,ScaledBy,BankrollBefore,Status,Actual,PnlUnits,ClvStatus,ClvProb,ClvPct,ClosingOdds,ClosingLine,LineMove,Source,CapturedAt
2026,1,firehose,15984,Jaylen Warren,PIT,RB,vs ATL,recYds,draftkings,17.5,over,-109,,0.5215,0.5215,,1,0.5642,0.0426,0.0426,3-5%,1,1,100,won,27,0.9174,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,19268,Carnell Tate,TEN,WR,vs NYJ,receptions,betrivers,3.5,over,120,,0.4545,0.4545,,1,0.4962,0.0416,0.0416,3-5%,1,1,100,won,4,1.2,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15850,Jahan Dotson,ATL,WR,@ PIT,recYds,thescore,19.5,over,110,,0.4762,0.4762,,1,0.5159,0.0398,0.0398,3-5%,1,1,100,lost,19,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,18535,Mason Taylor,NYJ,TE,@ TEN,receptions,fanduel,2.5,over,106,,0.4854,0.4854,,1,0.5244,0.0390,0.0390,3-5%,1,1,100,lost,2,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,12561,Lamar Jackson,BAL,QB,@ IND,completions,draftkings,18.5,over,104,,0.4902,0.4902,,1,0.5278,0.0376,0.0376,3-5%,1,1,100,lost,17,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,19242,KC Concepcion,CLE,WR,@ JAX,recYds,draftkings,33.5,over,-110,,0.5238,0.5238,,1,0.5613,0.0375,0.0375,3-5%,1,1,100,won,43,0.9091,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,17021,Theo Johnson,NYG,TE,vs DAL,receptions,fanduel,1.5,over,-112,,0.5283,0.5283,,1,0.5655,0.0372,0.0372,3-5%,1,1,100,lost,1,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,16941,Tyjae Spears,TEN,RB,vs NYJ,rushYds,fanduel,22.5,over,-114,,0.5327,0.5327,,1,0.5686,0.0359,0.0359,3-5%,1,1,100,lost,12,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,18472,Harold Fannin,CLE,TE,@ JAX,receptions,betr,4.5,over,127,,0.4405,0.4405,,1,0.4758,0.0353,0.0353,3-5%,1,1,100,lost,2,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,16899,Quentin Johnston,LAC,WR,vs ARI,receptions,fanduel,3.5,over,116,,0.4630,0.4630,,1,0.4981,0.0352,0.0352,3-5%,1,1,100,lost,2,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,14442,Joe Burrow,CIN,QB,vs TB,passAtt,draftkings,34.5,over,-117,,0.5392,0.5392,,1,0.5742,0.0351,0.0351,3-5%,1,1,100,won,35,0.8547,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,16997,Cam Ward,TEN,QB,vs NYJ,completions,caesars,19.5,over,-115,,0.5349,0.5349,,1,0.5697,0.0348,0.0348,3-5%,1,1,100,lost,19,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,16163,Jordan Mason,MIN,RB,vs GB,rushYds,circasports,43.5,over,-110,,0.5238,0.5238,,1,0.5583,0.0344,0.0344,3-5%,1,1,100,won,59,0.9091,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,18449,Woody Marks,HOU,RB,vs BUF,recYds,draftkings,8.5,over,-116,,0.5370,0.5370,,1,0.5713,0.0343,0.0343,3-5%,1,1,100,lost,-2,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,15984,Jaylen Warren,PIT,RB,vs ATL,receptions,draftkings,2.5,over,-128,,0.5614,0.5614,,1,0.5949,0.0335,0.0335,3-5%,1,1,100,won,5,0.7813,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,12477,DJ Moore,BUF,WR,@ HOU,receptions,betrivers,3.5,over,-122,,0.5495,0.5495,,1,0.5820,0.0325,0.0325,3-5%,1,1,100,won,5,0.8197,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,10133,Stefon Diggs,WAS,WR,@ PHI,recYds,draftkings,40.5,over,-111,,0.5261,0.5261,,1,0.5580,0.0320,0.0320,3-5%,1,1,100,won,55,0.9009,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,12619,Baker Mayfield,TB,QB,@ CIN,passYds,circasports,229.5,over,-110,,0.5238,0.5238,,1,0.5553,0.0315,0.0315,3-5%,1,1,100,lost,216,-1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,17975,Devaughn Vele,NO,WR,@ DET,receptions,draftkings,3.5,over,100,,0.5000,0.5000,,1,0.5313,0.0313,0.0313,3-5%,1,1,100,won,7,1,,,,,,,rotowire,2026-09-11T18:12:40.026Z
2026,1,firehose,19231,Makai Lemon,PHI,WR,vs WAS,receptions,betrivers,2.5,over,128,,0.4386,0.4386,,1,0.4692,0.0306,0.0306,3-5%,1,1,100,won,3,1.28,,,,,,,rotowire,2026-09-11T18:12:40.026Z
