Season,Week,PlayerID,Name,Team,Pos,Opp,Stat,Book,Line,Side,Odds,OppositeOdds,ImpliedProb,FairProb,Hold,OneSided,OurProb,Edge,ModelEdge,EdgeBasis,DevigMethod,LineSource,FixtureID,CapturedAt
2026,2,16697,Dalton Kincaid,BUF,TE,vs DET,recYds,theScore,39.5,over,-240,,0.7059,0.7059,,1,0.6315,-0.0744,-0.0744,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,14446,Justin Herbert,LAC,QB,vs LV,anytimeTD,BetMGM,0.5,over,333,,0.2309,0.2309,,1,0.1563,-0.0746,-0.0746,ev,none,live,2026092038FE57CE,2026-09-15T18:07:45.828Z
2026,2,15332,Amon-Ra St. Brown,DET,WR,at BUF,receptions,theScore,3.5,over,-1600,,0.9412,0.9412,,1,0.8666,-0.0746,-0.0746,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,15849,Jameson Williams,DET,WR,at BUF,recYds,DraftKings,129.5,over,1160,,0.0794,0.0794,,1,0.0046,-0.0747,-0.0747,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,12477,DJ Moore,BUF,WR,vs DET,recYds,FanDuel,49.5,over,-196,,0.6622,0.6622,,1,0.5875,-0.0747,-0.0747,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,12483,Josh Allen,BUF,QB,vs DET,passTD,FanDuel,2.5,over,223,,0.3096,0.3096,,1,0.2349,-0.0747,-0.0747,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,12477,DJ Moore,BUF,WR,vs DET,recYds,Hard Rock,45.5,over,-240,170,0.7059,0.6559,0.0763,0,0.6312,-0.0747,-0.0247,ev,multiplicative,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,12477,DJ Moore,BUF,WR,vs DET,recYds,DraftKings,59.5,over,-114,-110,0.5327,0.5042,0.0565,0,0.4580,-0.0748,-0.0463,ev,multiplicative,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,15892,Khalil Shakir,BUF,WR,vs DET,receptions,FanDuel,4.5,under,-136,102,0.5763,0.5379,0.0713,0,0.5015,-0.0748,-0.0364,ev,multiplicative,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,12483,Josh Allen,BUF,QB,vs DET,passAtt,DraftKings,27.5,over,-256,,0.7191,0.7191,,1,0.6443,-0.0748,-0.0748,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
2026,2,15332,Amon-Ra St. Brown,DET,WR,at BUF,recYds,DraftKings,79.5,over,-116,,0.5370,0.5370,,1,0.4623,-0.0748,-0.0748,ev,none,live,202609189BE34D3B,2026-09-15T18:07:45.828Z
