Season,Week,PlayerID,Name,Team,Pos,Opp,Stat,Book,Line,Odds,ImpliedProb,OurProb,Edge,RwProj,CapturedAt
2026,1,19447,Colbie Young,CIN,WR,vs TB,anytimeTD,fanduel,0.5,550,0.1538,0.0861,-0.0678,0.1,2026-09-11T18:12:40.026Z
2026,1,19447,Colbie Young,CIN,WR,vs TB,anytimeTD,mgm,0.5,500,0.1667,0.0861,-0.0806,0.1,2026-09-11T18:12:40.026Z
2026,1,19447,Colbie Young,CIN,WR,vs TB,anytimeTD,betrivers,0.5,325,0.2353,0.0861,-0.1492,0.1,2026-09-11T18:12:40.026Z
2026,1,19447,Colbie Young,CIN,WR,vs TB,anytimeTD,caesars,0.5,425,0.1905,0.0861,-0.1044,0.1,2026-09-11T18:12:40.026Z
2026,1,19447,Colbie Young,CIN,WR,vs TB,anytimeTD,thescore,0.5,500,0.1667,0.0861,-0.0806,0.1,2026-09-11T18:12:40.026Z
2026,1,17763,Jalen McMillan,TB,WR,@ CIN,anytimeTD,thescore,0.5,275,0.2667,0.2811,0.0144,0.1,2026-09-11T18:12:40.026Z
2026,1,17784,Bucky Irving,TB,RB,@ CIN,anytimeTD,betr,0.5,112,0.4717,0.3995,-0.0722,0.6,2026-09-11T18:12:40.026Z
2026,1,17784,Bucky Irving,TB,RB,@ CIN,anytimeTD,draftkings,0.5,125,0.4444,0.3995,-0.0449,0.6,2026-09-11T18:12:40.026Z
2026,1,17784,Bucky Irving,TB,RB,@ CIN,anytimeTD,fanduel,0.5,110,0.4762,0.3995,-0.0767,0.6,2026-09-11T18:12:40.026Z
2026,1,17784,Bucky Irving,TB,RB,@ CIN,anytimeTD,mgm,0.5,-105,0.5122,0.3995,-0.1127,0.6,2026-09-11T18:12:40.026Z
2026,1,17784,Bucky Irving,TB,RB,@ CIN,anytimeTD,betrivers,0.5,125,0.4444,0.3995,-0.0449,0.6,2026-09-11T18:12:40.026Z
2026,1,17784,Bucky Irving,TB,RB,@ CIN,anytimeTD,caesars,0.5,115,0.4651,0.3995,-0.0656,0.6,2026-09-11T18:12:40.026Z
2026,1,17784,Bucky Irving,TB,RB,@ CIN,anytimeTD,thescore,0.5,110,0.4762,0.3995,-0.0767,0.6,2026-09-11T18:12:40.026Z
2026,1,17784,Bucky Irving,TB,RB,@ CIN,anytimeTD,circasports,0.5,135,0.4255,0.3995,-0.0260,0.6,2026-09-11T18:12:40.026Z
